Uniprot ID	Gene	UniprotKB Keywords ID	UniprotKB Keywords Name	GO Keywords ID	GO Keywords Name
Q2FZQ3	fabI	KW-0560	Oxidoreductase	GO:0004318|GO:0047117|GO:0050661	enoyl-[acyl-carrier-protein] reductase (NADH) activity|enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity|NADP binding
P32929	CTH	KW-0112|KW-0456	Calmodulin-binding|Lyase	GO:0005516|GO:0016846|GO:0004123|GO:0003962|GO:0047982|GO:0042802|GO:0080146|GO:0044540|GO:0030170	calmodulin binding|carbon-sulfur lyase activity|cystathionine gamma-lyase activity|cystathionine gamma-synthase activity|homocysteine desulfhydrase activity|identical protein binding|L-cysteine desulfhydrase activity|L-cystine L-cysteine-lyase (deaminating)|pyridoxal phosphate binding
O43739	CYTH3	KW-0344	Guanine-nucleotide releasing factor	GO:0005086|GO:0005547	ARF guanyl-nucleotide exchange factor activity|phosphatidylinositol-3,4,5-trisphosphate binding
P10417	Bcl2			GO:0051434|GO:0051400|GO:0015267|GO:0016248|GO:0042802|GO:0002020|GO:0046982|GO:0042803|GO:0051721|GO:0019903|GO:0043565|GO:0008134|GO:0031625	BH3 domain binding|BH domain binding|channel activity|channel inhibitor activity|identical protein binding|protease binding|protein heterodimerization activity|protein homodimerization activity|protein phosphatase 2A binding|protein phosphatase binding|sequence-specific DNA binding|transcription factor binding|ubiquitin protein ligase binding
P0AD63	bla	KW-0378	Hydrolase	GO:0008800	beta-lactamase activity
O14672	ADAM10	KW-0378|KW-0482|KW-0645	Hydrolase|Metalloprotease|Protease	GO:0004175|GO:0005178|GO:0046872|GO:0004222|GO:0008237|GO:0042803|GO:0019901|GO:0017124|GO:0005102	endopeptidase activity|integrin binding|metal ion binding|metalloendopeptidase activity|metallopeptidase activity|protein homodimerization activity|protein kinase binding|SH3 domain binding|signaling receptor binding
O95551	TDP2	KW-0378|KW-0540	Hydrolase|Nuclease	GO:0070260|GO:0000287|GO:0030145|GO:0004518|GO:0003697|GO:0003714|GO:0036317	5'-tyrosyl-DNA phosphodiesterase activity|magnesium ion binding|manganese ion binding|nuclease activity|single-stranded DNA binding|transcription corepressor activity|tyrosyl-RNA phosphodiesterase activity
Q01970	PLCB3	KW-0378|KW-0807	Hydrolase|Transducer	GO:0045296|GO:0005509|GO:0005516|GO:0004435|GO:0004629	cadherin binding|calcium ion binding|calmodulin binding|phosphatidylinositol phospholipase C activity|phospholipase C activity
P04156	PRNP	KW-0640	Prion	GO:0001540|GO:0043008|GO:0051087|GO:0005507|GO:1903135|GO:1903136|GO:0005539|GO:0042802|GO:0044325|GO:0005521|GO:0008017|GO:0002020|GO:0044877|GO:0038023|GO:0015631|GO:0031802	amyloid-beta binding|ATP-dependent protein binding|chaperone binding|copper ion binding|cupric ion binding|cuprous ion binding|glycosaminoglycan binding|identical protein binding|ion channel binding|lamin binding|microtubule binding|protease binding|protein-containing complex binding|signaling receptor activity|tubulin binding|type 5 metabotropic glutamate receptor binding
P35363	Htr2a	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0071886|GO:0008144|GO:0001965|GO:0004993|GO:0030594|GO:0044877|GO:0051378	1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding|drug binding|G-protein alpha-subunit binding|G-protein coupled serotonin receptor activity|neurotransmitter receptor activity|protein-containing complex binding|serotonin binding
Q9UBB5	MBD2	KW-0238	DNA-binding	GO:0070742|GO:0003682|GO:0008327|GO:0003729|GO:0019904|GO:0003696|GO:0035197	C2H2 zinc finger domain binding|chromatin binding|methyl-CpG binding|mRNA binding|protein domain specific binding|satellite DNA binding|siRNA binding
Q96SD1	DCLRE1C	KW-0255|KW-0269|KW-0378|KW-0540	Endonuclease|Exonuclease|Hydrolase|Nuclease	GO:0035312|GO:0008409|GO:0003684|GO:0004519|GO:0000014	5'-3' exodeoxyribonuclease activity|5'-3' exonuclease activity|damaged DNA binding|endonuclease activity|single-stranded DNA endodeoxyribonuclease activity
G5EFF5	daf-12	KW-0217|KW-0238|KW-0675	Developmental protein|DNA-binding|Receptor	GO:1902051|GO:1902052|GO:0003700|GO:0004879|GO:0043565|GO:0008270	(25S)-Delta(4)-dafachronate binding|(25S)-Delta(7)-dafachronate binding|DNA-binding transcription factor activity|nuclear receptor activity|sequence-specific DNA binding|zinc ion binding
Q62668	Slc14a2			GO:0015204	urea transmembrane transporter activity
P97689	Slc14a1			GO:0015265|GO:0015204	urea channel activity|urea transmembrane transporter activity
Q13946	PDE7A	KW-0378	Hydrolase	GO:0004115|GO:0046872	3',5'-cyclic-AMP phosphodiesterase activity|metal ion binding
Q9NP56	PDE7B	KW-0378	Hydrolase	GO:0004115|GO:0046872	3',5'-cyclic-AMP phosphodiesterase activity|metal ion binding
P23443	RPS6KB1	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0042802|GO:0016301|GO:0030165|GO:0042277|GO:0004672|GO:0051721|GO:0004712|GO:0004674|GO:0004711	ATP binding|identical protein binding|kinase activity|PDZ domain binding|peptide binding|protein kinase activity|protein phosphatase 2A binding|protein serine/threonine/tyrosine kinase activity|protein serine/threonine kinase activity|ribosomal protein S6 kinase activity
P27986	PIK3R1			GO:0016303|GO:0046935|GO:0043125|GO:0043559|GO:0005159|GO:0005158|GO:0043560|GO:0005168|GO:0043548|GO:0035014|GO:0036312|GO:0046934|GO:0001784|GO:0046982|GO:0019903|GO:0008134|GO:0005068	1-phosphatidylinositol-3-kinase activity|1-phosphatidylinositol-3-kinase regulator activity|ErbB-3 class receptor binding|insulin binding|insulin-like growth factor receptor binding|insulin receptor binding|insulin receptor substrate binding|neurotrophin TRKA receptor binding|phosphatidylinositol 3-kinase binding|phosphatidylinositol 3-kinase regulator activity|phosphatidylinositol 3-kinase regulatory subunit binding|phosphatidylinositol-4,5-bisphosphate 3-kinase activity|phosphotyrosine residue binding|protein heterodimerization activity|protein phosphatase binding|transcription factor binding|transmembrane receptor protein tyrosine kinase adaptor activity
P15428	HPGD	KW-0560	Oxidoreductase	GO:0016404|GO:0003824|GO:0070403|GO:0051287|GO:0004957|GO:0042803	15-hydroxyprostaglandin dehydrogenase (NAD+) activity|catalytic activity|NAD+ binding|NAD binding|prostaglandin E receptor activity|protein homodimerization activity
O70342	Npy5r	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004983|GO:0001602|GO:0001601	neuropeptide Y receptor activity|pancreatic polypeptide receptor activity|peptide YY receptor activity
P05091	ALDH2	KW-0560	Oxidoreductase	GO:0004029|GO:0004030|GO:0009055|GO:0043878|GO:0051287	aldehyde dehydrogenase (NAD) activity|aldehyde dehydrogenase [NAD(P)+] activity|electron transfer activity|glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity|NAD binding
P0A749	murA	KW-0808	Transferase	GO:0008760	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
P33038	murA	KW-0808	Transferase	GO:0008760	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
Q9HVW7	murA	KW-0808	Transferase	GO:0008760	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
P65456	murA2	KW-0808	Transferase	GO:0008760	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
Q4QLK7	murA	KW-0808	Transferase	GO:0008760	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
P08373	murB	KW-0560	Oxidoreductase	GO:0071949|GO:0050660|GO:0008762	FAD binding|flavin adenine dinucleotide binding|UDP-N-acetylmuramate dehydrogenase activity
P61431	murB	KW-0560	Oxidoreductase	GO:0071949|GO:0008762	FAD binding|UDP-N-acetylmuramate dehydrogenase activity
B4F110	murC	KW-0436	Ligase	GO:0005524|GO:0008763	ATP binding|UDP-N-acetylmuramate-L-alanine ligase activity
P0A091	murD	KW-0436	Ligase	GO:0005524|GO:0008764	ATP binding|UDP-N-acetylmuramoylalanine-D-glutamate ligase activity
P9WJL3	murE	KW-0436	Ligase	GO:0005524|GO:0008765	ATP binding|UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity
O31211	murC	KW-0436	Ligase	GO:0005524|GO:0008763	ATP binding|UDP-N-acetylmuramate-L-alanine ligase activity
Q9H244	P2RY12	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0001621|GO:0001609|GO:0005085	ADP receptor activity|G-protein coupled adenosine receptor activity|guanyl-nucleotide exchange factor activity
P70597	Ptger1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0031748|GO:0004957	D1 dopamine receptor binding|prostaglandin E receptor activity
P9WNW0	dnaG	KW-0238|KW-0548|KW-0808	DNA-binding|Nucleotidyltransferase|Transferase	GO:0003677|GO:0003896|GO:0008270	DNA binding|DNA primase activity|zinc ion binding
P07148	FABP1			GO:0016209|GO:0032052|GO:0003682|GO:0008144|GO:0005504|GO:0005324|GO:0005543	antioxidant activity|bile acid binding|chromatin binding|drug binding|fatty acid binding|long-chain fatty acid transporter activity|phospholipid binding
P02692	Fabp1			GO:0016209|GO:0032052|GO:0003682|GO:0008144|GO:0005504|GO:0005324|GO:0051978|GO:0005543	antioxidant activity|bile acid binding|chromatin binding|drug binding|fatty acid binding|long-chain fatty acid transporter activity|lysophospholipid transporter activity|phospholipid binding
O69721	tyrA	KW-0560	Oxidoreductase	GO:0070403|GO:0008977|GO:0004665	NAD+ binding|prephenate dehydrogenase (NAD+) activity|prephenate dehydrogenase (NADP+) activity
P28272	URA1	KW-0560	Oxidoreductase	GO:1990663|GO:0004152	dihydroorotate dehydrogenase (fumarate) activity|dihydroorotate dehydrogenase activity
P15086	CPB1	KW-0121|KW-0378|KW-0482|KW-0645	Carboxypeptidase|Hydrolase|Metalloprotease|Protease	GO:0004180|GO:0004181|GO:0008270	carboxypeptidase activity|metallocarboxypeptidase activity|zinc ion binding
Q04912	MST1R	KW-0418|KW-0675|KW-0808|KW-0829	Kinase|Receptor|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0019899|GO:0005011	ATP binding|enzyme binding|macrophage colony-stimulating factor receptor activity
P49759	CLK1	KW-0418|KW-0723|KW-0808|KW-0829	Kinase|Serine/threonine-protein kinase|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0004715|GO:0004712|GO:0004674	ATP binding|non-membrane spanning protein tyrosine kinase activity|protein serine/threonine/tyrosine kinase activity|protein serine/threonine kinase activity
Q8N4C8	MINK1	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0008349|GO:0004672|GO:0004674	ATP binding|MAP kinase kinase kinase kinase activity|protein kinase activity|protein serine/threonine kinase activity
P59722	Egln1	KW-0223|KW-0560	Dioxygenase|Oxidoreductase	GO:0019899|GO:0008198|GO:0031418|GO:0031543	enzyme binding|ferrous iron binding|L-ascorbic acid binding|peptidyl-proline dioxygenase activity
P51677	CCR3	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0019957|GO:0016493|GO:0004950	C-C chemokine binding|C-C chemokine receptor activity|chemokine receptor activity
Q9HW02	murC	KW-0436	Ligase	GO:0005524|GO:0008763	ATP binding|UDP-N-acetylmuramate-L-alanine ligase activity
O00311	CDC7	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0016301|GO:0046872|GO:0004672|GO:0004674	ATP binding|kinase activity|metal ion binding|protein kinase activity|protein serine/threonine kinase activity
P46093	GPR4	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004930	G-protein coupled receptor activity
Q13951	CBFB			GO:0003700|GO:0000981|GO:0043565|GO:0003713	DNA-binding transcription factor activity|RNA polymerase II transcription factor activity, sequence-specific DNA binding|sequence-specific DNA binding|transcription coactivator activity
P28074	PSMB5	KW-0378|KW-0645|KW-0888	Hydrolase|Protease|Threonine protease	GO:0008233|GO:0004298	peptidase activity|threonine-type endopeptidase activity
O00418	EEF2K	KW-0112|KW-0418|KW-0723|KW-0808	Calmodulin-binding|Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0005509|GO:0005516|GO:0004686|GO:0004672|GO:0008135	ATP binding|calcium ion binding|calmodulin binding|elongation factor-2 kinase activity|protein kinase activity|translation factor activity, RNA binding
Q13418	ILK	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0005178|GO:0019901|GO:0004674|GO:0017124	ATP binding|integrin binding|protein kinase binding|protein serine/threonine kinase activity|SH3 domain binding
P29074	PTPN4	KW-0378|KW-0904	Hydrolase|Protein phosphatase	GO:0008092|GO:0004726	cytoskeletal protein binding|non-membrane spanning protein tyrosine phosphatase activity
P11597	CETP			GO:0015485|GO:0017127|GO:0008289|GO:0005319|GO:0031210|GO:0005548|GO:0017129	cholesterol binding|cholesterol transporter activity|lipid binding|lipid transporter activity|phosphatidylcholine binding|phospholipid transporter activity|triglyceride binding
P21127	CDK11B	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0004693|GO:0004672|GO:0004674|GO:0003723	ATP binding|cyclin-dependent protein serine/threonine kinase activity|protein kinase activity|protein serine/threonine kinase activity|RNA binding
Q86Z02	HIPK1	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0004674	ATP binding|protein serine/threonine kinase activity
O94804	STK10	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0042802|GO:0042803|GO:0004674	ATP binding|identical protein binding|protein homodimerization activity|protein serine/threonine kinase activity
Q05030	Pdgfrb	KW-0217|KW-0418|KW-0675|KW-0808|KW-0829	Developmental protein|Kinase|Receptor|Transferase|Tyrosine-protein kinase	GO:0005524|GO:0043548|GO:0005017|GO:0005019|GO:0048407|GO:0005161|GO:0004672|GO:0019901|GO:0004713|GO:0038085	ATP binding|phosphatidylinositol 3-kinase binding|platelet-derived growth factor-activated receptor activity|platelet-derived growth factor beta-receptor activity|platelet-derived growth factor binding|platelet-derived growth factor receptor binding|protein kinase activity|protein kinase binding|protein tyrosine kinase activity|vascular endothelial growth factor binding
Q9NXS2	QPCTL	KW-0012|KW-0808	Acyltransferase|Transferase	GO:0016603|GO:0008270	glutaminyl-peptide cyclotransferase activity|zinc ion binding
Q9BZ11	ADAM33	KW-0378|KW-0482|KW-0645	Hydrolase|Metalloprotease|Protease	GO:0004222|GO:0008270	metalloendopeptidase activity|zinc ion binding
Q13443	ADAM9	KW-0378|KW-0482|KW-0645	Hydrolase|Metalloprotease|Protease	GO:0005518|GO:0005178|GO:0043236|GO:0046872|GO:0004222|GO:0008237|GO:0005080|GO:0017124	collagen binding|integrin binding|laminin binding|metal ion binding|metalloendopeptidase activity|metallopeptidase activity|protein kinase C binding|SH3 domain binding
O60563	CCNT1	KW-0195	Cyclin	GO:0097322|GO:0003682|GO:0016538|GO:0003677|GO:0019901|GO:0004674|GO:0070063|GO:0008134|GO:0044212	7SK snRNA binding|chromatin binding|cyclin-dependent protein serine/threonine kinase regulator activity|DNA binding|protein kinase binding|protein serine/threonine kinase activity|RNA polymerase binding|transcription factor binding|transcription regulatory region DNA binding
P33435	Mmp13	KW-0378|KW-0482|KW-0645	Hydrolase|Metalloprotease|Protease	GO:0048306|GO:0005509|GO:0005518|GO:0001968|GO:0050750|GO:0004222|GO:0008233|GO:0004252|GO:0008270	calcium-dependent protein binding|calcium ion binding|collagen binding|fibronectin binding|low-density lipoprotein particle receptor binding|metalloendopeptidase activity|peptidase activity|serine-type endopeptidase activity|zinc ion binding
P86926	REL1	KW-0436|KW-0694	Ligase|RNA-binding	GO:0005524|GO:0003723|GO:0003972	ATP binding|RNA binding|RNA ligase (ATP) activity
P60568	IL2	KW-0202|KW-0339	Cytokine|Growth factor	GO:0030246|GO:0005125|GO:0043208|GO:0008083|GO:0005134|GO:0031851|GO:0019209|GO:0005088	carbohydrate binding|cytokine activity|glycosphingolipid binding|growth factor activity|interleukin-2 receptor binding|kappa-type opioid receptor binding|kinase activator activity|Ras guanyl-nucleotide exchange factor activity
O08590	Aoc3	KW-0560	Oxidoreductase	GO:0052595|GO:0052594|GO:0005507|GO:0052596|GO:0008131|GO:0042803|GO:0048038|GO:0052593	aliphatic-amine oxidase activity|aminoacetone:oxygen oxidoreductase(deaminating) activity|copper ion binding|phenethylamine:oxygen oxidoreductase (deaminating) activity|primary amine oxidase activity|protein homodimerization activity|quinone binding|tryptamine:oxygen oxidoreductase (deaminating) activity
Q923X8	Taar7b	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0001594	trace-amine receptor activity
Q495T6	MMEL1	KW-0378|KW-0482|KW-0645	Hydrolase|Metalloprotease|Protease	GO:0046872|GO:0004222	metal ion binding|metalloendopeptidase activity
Q2HRB2	ORF20				
P16753	UL80	KW-0378|KW-0645|KW-0720	Hydrolase|Protease|Serine protease	GO:0004252	serine-type endopeptidase activity
P41597	CCR2	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0016493|GO:0031727|GO:0035716|GO:0035715|GO:0035717|GO:0004950|GO:0042803	C-C chemokine receptor activity|CCR2 chemokine receptor binding|chemokine (C-C motif) ligand 12 binding|chemokine (C-C motif) ligand 2 binding|chemokine (C-C motif) ligand 7 binding|chemokine receptor activity|protein homodimerization activity
P50053	KHK	KW-0418|KW-0808	Kinase|Transferase	GO:0005524|GO:0004454	ATP binding|ketohexokinase activity
Q13324	CRHR2	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0015056	corticotrophin-releasing factor receptor activity
P11715	Cyp17a1	KW-0456|KW-0503|KW-0560	Lyase|Monooxygenase|Oxidoreductase	GO:0047442|GO:0020037|GO:0005506|GO:0004508	17-alpha-hydroxyprogesterone aldolase activity|heme binding|iron ion binding|steroid 17-alpha-monooxygenase activity
Q00534	CDK6	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0030332|GO:0004693|GO:0098770	ATP binding|cyclin binding|cyclin-dependent protein serine/threonine kinase activity|FBXO family protein binding
Q16831	UPP1	KW-0328|KW-0808	Glycosyltransferase|Transferase	GO:0004850	uridine phosphorylase activity
P25116	F2R	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0001965|GO:0031681|GO:0004930|GO:0005102|GO:0015057	G-protein alpha-subunit binding|G-protein beta-subunit binding|G-protein coupled receptor activity|signaling receptor binding|thrombin-activated receptor activity
Q9NUW8	TDP1	KW-0269|KW-0378|KW-0540	Exonuclease|Hydrolase|Nuclease	GO:0017005|GO:0003690|GO:0004527|GO:0003697	3'-tyrosyl-DNA phosphodiesterase activity|double-stranded DNA binding|exonuclease activity|single-stranded DNA binding
Q15119	PDK2	KW-0418|KW-0808	Kinase|Transferase	GO:0005524|GO:0042803|GO:0004672|GO:0004740	ATP binding|protein homodimerization activity|protein kinase activity|pyruvate dehydrogenase (acetyl-transferring) kinase activity
P53634	CTSC	KW-0378|KW-0645|KW-0788	Hydrolase|Protease|Thiol protease	GO:0051087|GO:0031404|GO:0004197|GO:0008234|GO:0042802|GO:0016505|GO:0019902|GO:0043621|GO:0004252	chaperone binding|chloride ion binding|cysteine-type endopeptidase activity|cysteine-type peptidase activity|identical protein binding|peptidase activator activity involved in apoptotic process|phosphatase binding|protein self-association|serine-type endopeptidase activity
P11103	Parp1	KW-0238|KW-0328|KW-0808	DNA-binding|Glycosyltransferase|Transferase	GO:0003682|GO:0003910|GO:0019899|GO:0030331|GO:0042826|GO:0042802|GO:0003950|GO:0051287|GO:1990404|GO:0019901|GO:0047485|GO:0000977|GO:0070412|GO:0046332|GO:0001228|GO:0008134|GO:0008270	chromatin binding|DNA ligase (ATP) activity|enzyme binding|estrogen receptor binding|histone deacetylase binding|identical protein binding|NAD+ ADP-ribosyltransferase activity|NAD binding|protein ADP-ribosylase activity|protein kinase binding|protein N-terminus binding|RNA polymerase II regulatory region sequence-specific DNA binding|R-SMAD binding|SMAD binding|transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding|transcription factor binding|zinc ion binding
P02766	TTR	KW-0372|KW-0795	Hormone|Thyroid hormone	GO:0005179|GO:0042802|GO:0046982|GO:0070324	hormone activity|identical protein binding|protein heterodimerization activity|thyroid hormone binding
P14618	PKM	KW-0021|KW-0418|KW-0808	Allosteric enzyme|Kinase|Transferase	GO:0043531|GO:0005524|GO:0045296|GO:0042802|GO:0016301|GO:0000287|GO:0023026|GO:0030955|GO:0004743|GO:0003723|GO:0070324	ADP binding|ATP binding|cadherin binding|identical protein binding|kinase activity|magnesium ion binding|MHC class II protein complex binding|potassium ion binding|pyruvate kinase activity|RNA binding|thyroid hormone binding
P08473	MME	KW-0378|KW-0482|KW-0645	Hydrolase|Metalloprotease|Protease	GO:0004175|GO:0008238|GO:0004222|GO:0008237|GO:0042277|GO:0008270	endopeptidase activity|exopeptidase activity|metalloendopeptidase activity|metallopeptidase activity|peptide binding|zinc ion binding
P0AES4	gyrA	KW-0238|KW-0413|KW-0799	DNA-binding|Isomerase|Topoisomerase	GO:0005524|GO:0003677|GO:0008094|GO:0034335|GO:0003918|GO:0042802	ATP binding|DNA binding|DNA-dependent ATPase activity|DNA supercoiling activity|DNA topoisomerase type II (ATP-hydrolyzing) activity|identical protein binding
P20813	CYP2B6	KW-0503|KW-0560	Monooxygenase|Oxidoreductase	GO:0008392|GO:0020037|GO:0005506|GO:0004497|GO:0016712|GO:0008395	arachidonic acid epoxygenase activity|heme binding|iron ion binding|monooxygenase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|steroid hydroxylase activity
P51449	RORC	KW-0010|KW-0217|KW-0238|KW-0675	Activator|Developmental protein|DNA-binding|Receptor	GO:0003677|GO:0003700|GO:0004879|GO:0008142|GO:0000978|GO:0000981|GO:0043565|GO:0003707|GO:0001078|GO:0098531|GO:0008270	DNA binding|DNA-binding transcription factor activity|nuclear receptor activity|oxysterol binding|RNA polymerase II proximal promoter sequence-specific DNA binding|RNA polymerase II transcription factor activity, sequence-specific DNA binding|sequence-specific DNA binding|steroid hormone receptor activity|transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding|transcription factor activity, direct ligand regulated sequence-specific DNA binding|zinc ion binding
Q9BSW2	CRACR2A			GO:0005509	calcium ion binding
P15304	Lipe	KW-0378	Hydrolase	GO:0047372|GO:0033878|GO:0016788|GO:0042134	acylglycerol lipase activity|hormone-sensitive lipase activity|hydrolase activity, acting on ester bonds|rRNA primary transcript binding
Q8VBX1	Lipg	KW-0358|KW-0378	Heparin-binding|Hydrolase	GO:0008201|GO:0004465|GO:0008970	heparin binding|lipoprotein lipase activity|phosphatidylcholine 1-acylhydrolase activity
Q721J8	nadK1	KW-0418|KW-0808	Kinase|Transferase	GO:0005524|GO:0003951	ATP binding|NAD+ kinase activity
Q5HH78	nadK	KW-0418|KW-0808	Kinase|Transferase	GO:0005524|GO:0003951	ATP binding|NAD+ kinase activity
P08648	ITGA5	KW-1183|KW-0401|KW-0675	Host cell receptor for virus entry|Integrin|Receptor	GO:0005154|GO:0005178|GO:0046872|GO:0005161|GO:0043184|GO:0001618	epidermal growth factor receptor binding|integrin binding|metal ion binding|platelet-derived growth factor receptor binding|vascular endothelial growth factor receptor 2 binding|virus receptor activity
P08514	ITGA2B	KW-0401|KW-0675	Integrin|Receptor	GO:0050840|GO:0070051|GO:0042802|GO:0046872	extracellular matrix binding|fibrinogen binding|identical protein binding|metal ion binding
P09038	FGF2	KW-0217|KW-0339|KW-0358|KW-0497	Developmental protein|Growth factor|Heparin-binding|Mitogen	GO:0016303|GO:0042056|GO:0005125|GO:0005104|GO:0008083|GO:0008201|GO:0005178|GO:0030374|GO:0046934|GO:0004713|GO:0005088|GO:0090722	1-phosphatidylinositol-3-kinase activity|chemoattractant activity|cytokine activity|fibroblast growth factor receptor binding|growth factor activity|heparin binding|integrin binding|nuclear receptor transcription coactivator activity|phosphatidylinositol-4,5-bisphosphate 3-kinase activity|protein tyrosine kinase activity|Ras guanyl-nucleotide exchange factor activity|receptor-receptor interaction
Q6GPL3	aurkb-b	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0035175|GO:0035174|GO:0046872|GO:0004674	ATP binding|histone kinase activity (H3-S10 specific)|histone serine kinase activity|metal ion binding|protein serine/threonine kinase activity
Q11205	St3gal2	KW-0328|KW-0808	Glycosyltransferase|Transferase	GO:0003836|GO:0008373	beta-galactoside (CMP) alpha-2,3-sialyltransferase activity|sialyltransferase activity
P29172	MAPT			GO:0034185|GO:0051087|GO:0003677|GO:0051879|GO:0071813|GO:0008017|GO:0099609|GO:0042803|GO:0019901|GO:0048018|GO:0017124	apolipoprotein binding|chaperone binding|DNA binding|Hsp90 protein binding|lipoprotein particle binding|microtubule binding|microtubule lateral binding|protein homodimerization activity|protein kinase binding|receptor ligand activity|SH3 domain binding
Q6TGC4	PADI6	KW-0378	Hydrolase	GO:0005509|GO:0004668	calcium ion binding|protein-arginine deiminase activity
P40763	STAT3	KW-0010|KW-0238	Activator|DNA-binding	GO:0031730|GO:0031490|GO:0003677|GO:0003700|GO:0035259|GO:0042802|GO:0004879|GO:0046983|GO:0042803|GO:0019901|GO:0019903|GO:0000978|GO:0001103|GO:0000981|GO:0001077|GO:0001228|GO:0008134|GO:0044212	CCR5 chemokine receptor binding|chromatin DNA binding|DNA binding|DNA-binding transcription factor activity|glucocorticoid receptor binding|identical protein binding|nuclear receptor activity|protein dimerization activity|protein homodimerization activity|protein kinase binding|protein phosphatase binding|RNA polymerase II proximal promoter sequence-specific DNA binding|RNA polymerase II repressing transcription factor binding|RNA polymerase II transcription factor activity, sequence-specific DNA binding|transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding|transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding|transcription factor binding|transcription regulatory region DNA binding
Q00910	Slco2a1			GO:0015132|GO:0015347	prostaglandin transmembrane transporter activity|sodium-independent organic anion transmembrane transporter activity
O15294	OGT	KW-0156|KW-0328|KW-0808	Chromatin regulator|Glycosyltransferase|Transferase	GO:0008375|GO:0005547|GO:0016262|GO:0097363	acetylglucosaminyltransferase activity|phosphatidylinositol-3,4,5-trisphosphate binding|protein N-acetylglucosaminyltransferase activity|protein O-GlcNAc transferase activity
Q96KB5	PBK	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0004674	ATP binding|protein serine/threonine kinase activity
O00767	SCD	KW-0560	Oxidoreductase	GO:0005506|GO:0016491|GO:0004768	iron ion binding|oxidoreductase activity|stearoyl-CoA 9-desaturase activity
P47752	S1pr2	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004930|GO:0038036	G-protein coupled receptor activity|sphingosine-1-phosphate receptor activity
O60885	BRD4	KW-0156	Chromatin regulator	GO:0003682|GO:0019899|GO:0070577|GO:0002039|GO:0000993	chromatin binding|enzyme binding|lysine-acetylated histone binding|p53 binding|RNA polymerase II core binding
P25440	BRD2	KW-0156	Chromatin regulator	GO:0003682|GO:0070577	chromatin binding|lysine-acetylated histone binding
Q15059	BRD3	KW-0156	Chromatin regulator	GO:0003682|GO:0070577	chromatin binding|lysine-acetylated histone binding
Q25489	N/A	KW-0378	Hydrolase	GO:0033961	cis-stilbene-oxide hydrolase activity
